課文/單字	族語	中文	音檔路徑
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/01-C-4-2.mp3
單字	penuljat	全部	https://web.klokah.tw/ninew/sound/11/05/01-C-4-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/01-C-4-4.mp3
單字	pasatjumaq	往家裡	https://web.klokah.tw/ninew/sound/11/05/01-C-4-5.mp3
課文	taluvuanamen a sasiq, saka tjaljaparavacamen a karakuda uta.	我們是一群螞蟻，而且也是工作最勤快。	https://web.klokah.tw/ninew/sound/11/05/01-B-5.mp3
單字	taluvuanamen	我們是一群	https://web.klokah.tw/ninew/sound/11/05/01-C-5-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/01-C-5-2.mp3
單字	sasiq	螞蟻	https://web.klokah.tw/ninew/sound/11/05/01-C-5-3.mp3
單字	saka	而且	https://web.klokah.tw/ninew/sound/11/05/01-C-5-4.mp3
單字	tjaljaparavacamen	我們最勤快	https://web.klokah.tw/ninew/sound/11/05/01-C-5-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/01-C-5-6.mp3
單字	karakuda	工作	https://web.klokah.tw/ninew/sound/11/05/01-C-5-7.mp3
單字	uta	也	https://web.klokah.tw/ninew/sound/11/05/01-C-5-8.mp3
課文	ainu ti Padrungdrung kati Sakinu?	Padrungdrung和Sakinu在哪裡？	https://web.klokah.tw/ninew/sound/11/05/02-B-1.mp3
單字	ainu	在哪裡	https://web.klokah.tw/ninew/sound/11/05/02-C-1-1.mp3
單字	ti	[虛]	https://web.klokah.tw/ninew/sound/11/05/02-C-1-2.mp3
單字	Padrungdrung	（人名）	https://web.klokah.tw/ninew/sound/11/05/02-C-1-3.mp3
單字	kati	和	https://web.klokah.tw/ninew/sound/11/05/02-C-1-4.mp3
單字	Sakinu	（人名）	https://web.klokah.tw/ninew/sound/11/05/02-C-1-5.mp3
課文	izua i unduziu.	在運動場上。	https://web.klokah.tw/ninew/sound/11/05/02-B-2.mp3
單字	izua	有；在	https://web.klokah.tw/ninew/sound/11/05/02-C-2-1.mp3
單字	i	[虛]	https://web.klokah.tw/ninew/sound/11/05/02-C-2-2.mp3
單字	unduziu	運動場	https://web.klokah.tw/ninew/sound/11/05/02-C-2-3.mp3
課文	kimapaqaqayam/malalumalj tua mekelj tiamadju.	他們在比賽跑步。	https://web.klokah.tw/ninew/sound/11/05/02-B-3.mp3
單字	kimapaqaqayam/malalumalj	比賽	https://web.klokah.tw/ninew/sound/11/05/02-C-3-1.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/05/02-C-3-2.mp3
單字	mekelj	跑步	https://web.klokah.tw/ninew/sound/11/05/02-C-3-3.mp3
單字	tiamadju	他們	https://web.klokah.tw/ninew/sound/11/05/02-C-3-4.mp3
課文	tiima tjadjaljav?	誰比較快？	https://web.klokah.tw/ninew/sound/11/05/02-B-4.mp3
單字	tiima	誰	https://web.klokah.tw/ninew/sound/11/05/02-C-4-1.mp3
單字	tjadjaljav	比較快	https://web.klokah.tw/ninew/sound/11/05/02-C-4-2.mp3
課文	tjara ti Sakinu a tjadjaljav.	應該是Sakinu比較快。	https://web.klokah.tw/ninew/sound/11/05/02-B-5.mp3
單字	tjara	應該	https://web.klokah.tw/ninew/sound/11/05/02-C-5-1.mp3
單字	ti	[虛]	https://web.klokah.tw/ninew/sound/11/05/02-C-5-2.mp3
單字	Sakinu	（人名）	https://web.klokah.tw/ninew/sound/11/05/02-C-5-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/02-C-5-4.mp3
單字	tjadjaljav	比較快	https://web.klokah.tw/ninew/sound/11/05/02-C-5-5.mp3
課文	na zemangal/kisamulja saka ljemita tua qadav a kicaquan timadju.	因為他很努力而且每天練習。	https://web.klokah.tw/ninew/sound/11/05/02-B-6.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/05/02-C-6-1.mp3
單字	zemangal/kisamulja	努力	https://web.klokah.tw/ninew/sound/11/05/02-C-6-2.mp3
單字	saka	而且	https://web.klokah.tw/ninew/sound/11/05/02-C-6-3.mp3
單字	ljemita tua qadav	每天	https://web.klokah.tw/ninew/sound/11/05/02-C-6-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/02-C-6-5.mp3
單字	kicaquan	練習	https://web.klokah.tw/ninew/sound/11/05/02-C-6-6.mp3
單字	timadju	他	https://web.klokah.tw/ninew/sound/11/05/02-C-6-7.mp3
課文	nugiuzing a kukama.	我的爸爸是農夫。	https://web.klokah.tw/ninew/sound/11/05/03-B-1.mp3
單字	nugiuzing	農夫	https://web.klokah.tw/ninew/sound/11/05/03-C-1-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/03-C-1-2.mp3
單字	kukama	我爸爸	https://web.klokah.tw/ninew/sound/11/05/03-C-1-3.mp3
課文	mazelizeli/maluljay a karakuda i kavuavuan a ljemita tua qadav.	每天在耕地辛苦的工作。	https://web.klokah.tw/ninew/sound/11/05/03-B-2.mp3
單字	mazelizeli/maluljay	辛苦	https://web.klokah.tw/ninew/sound/11/05/03-C-2-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/03-C-2-2.mp3
單字	karakuda	工作	https://web.klokah.tw/ninew/sound/11/05/03-C-2-3.mp3
單字	i	[虛]	https://web.klokah.tw/ninew/sound/11/05/03-C-2-4.mp3
單字	kavuavuan	耕地	https://web.klokah.tw/ninew/sound/11/05/03-C-2-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/03-C-2-6.mp3
單字	ljemita tua qadav	每天	https://web.klokah.tw/ninew/sound/11/05/03-C-2-7.mp3
課文	kumalji a nakipadrasiaravac.	雖然被太陽曬得很兇。	https://web.klokah.tw/ninew/sound/11/05/03-B-3.mp3
單字	kumalji	雖然	https://web.klokah.tw/ninew/sound/11/05/03-C-3-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/03-C-3-2.mp3
單字	nakipadrasiaravac	被太陽曬得很兇	https://web.klokah.tw/ninew/sound/11/05/03-C-3-3.mp3
課文	sana selapay tua zengzengan.	而且汗流浹背。	https://web.klokah.tw/ninew/sound/11/05/03-B-4.mp3
單字	sana	而且	https://web.klokah.tw/ninew/sound/11/05/03-C-4-1.mp3
單字	selapay	弄濕	https://web.klokah.tw/ninew/sound/11/05/03-C-4-2.mp3
單字	tua	衣服	https://web.klokah.tw/ninew/sound/11/05/03-C-4-3.mp3
單字	zengzengan	他（的）	https://web.klokah.tw/ninew/sound/11/05/03-C-4-4.mp3
課文	ljakua, na pulami tua kinivaqu tusacavilj.	但是，今年收成的小米豐收。	https://web.klokah.tw/ninew/sound/11/05/03-B-5.mp3
單字	ljakua	但是	https://web.klokah.tw/ninew/sound/11/05/03-C-5-1.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/05/03-C-5-2.mp3
單字	pulami	豐收	https://web.klokah.tw/ninew/sound/11/05/03-C-5-3.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/05/03-C-5-4.mp3
單字	kinivaqu	收成的小米	https://web.klokah.tw/ninew/sound/11/05/03-C-5-5.mp3
單字	tusacavilj	今年	https://web.klokah.tw/ninew/sound/11/05/03-C-5-6.mp3
課文	sikanamaleva ti kama.	使爸爸很高興得意。	https://web.klokah.tw/ninew/sound/11/05/03-B-6.mp3
單字	sikanamaleva	使…高興	https://web.klokah.tw/ninew/sound/11/05/03-C-6-1.mp3
單字	ti kama	爸爸	https://web.klokah.tw/ninew/sound/11/05/03-C-6-2.mp3
課文	izua a kuzidingsia.	我有台腳踏車。	https://web.klokah.tw/ninew/sound/11/05/04-B-1.mp3
單字	izua	有	https://web.klokah.tw/ninew/sound/11/05/04-C-1-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/04-C-1-2.mp3
單字	kuzidingsia	我的腳踏車	https://web.klokah.tw/ninew/sound/11/05/04-C-1-3.mp3
課文	pazidingsiaaken a ljemita tua qadav a sema kungkuan/gaku.	我每天騎腳踏車上學。	https://web.klokah.tw/ninew/sound/11/05/04-B-2.mp3
單字	pazidingsiaaken	我騎腳踏車	https://web.klokah.tw/ninew/sound/11/05/04-C-2-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/04-C-2-2.mp3
單字	ljemita tua qadav	每天	https://web.klokah.tw/ninew/sound/11/05/04-C-2-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/04-C-2-4.mp3
單字	sema	往，到	https://web.klokah.tw/ninew/sound/11/05/04-C-2-5.mp3
單字	kungkuan/gaku	學校	https://web.klokah.tw/ninew/sound/11/05/04-C-2-6.mp3
課文	izua makatalj, sisakungkuan/gaku i kadjalanan.	有一天，在往上學的路上。	https://web.klokah.tw/ninew/sound/11/05/04-B-3.mp3
單字	izua makatalj	有一天	https://web.klokah.tw/ninew/sound/11/05/04-C-3-1.mp3
單字	sisakungkuan/gaku	在上學…	https://web.klokah.tw/ninew/sound/11/05/04-C-3-2.mp3
單字	i	在…	https://web.klokah.tw/ninew/sound/11/05/04-C-3-3.mp3
單字	kadjalanan	路上	https://web.klokah.tw/ninew/sound/11/05/04-C-3-4.mp3
課文	manumakapalak azua kuzidingsia.	結果我那台腳踏車壞掉。	https://web.klokah.tw/ninew/sound/11/05/04-B-4.mp3
單字	manumakapalak	結果壞掉	https://web.klokah.tw/ninew/sound/11/05/04-C-4-1.mp3
單字	azua	那個	https://web.klokah.tw/ninew/sound/11/05/04-C-4-2.mp3
單字	kuzidingsia	我的腳踏車	https://web.klokah.tw/ninew/sound/11/05/04-C-4-3.mp3
課文	manguwaq secevungaken tjaysukaka.	還好我遇到你的哥哥。	https://web.klokah.tw/ninew/sound/11/05/04-B-5.mp3
單字	manguwaq	還好	https://web.klokah.tw/ninew/sound/11/05/04-C-5-1.mp3
單字	secevungaken	我遇到	https://web.klokah.tw/ninew/sound/11/05/04-C-5-2.mp3
單字	tjaysukaka	你的哥哥	https://web.klokah.tw/ninew/sound/11/05/04-C-5-3.mp3
課文	saka timadjuanga na paqeljing tjanuaken.	是他幫了我的忙。	https://web.klokah.tw/ninew/sound/11/05/04-B-6.mp3
單字	saka	然後	https://web.klokah.tw/ninew/sound/11/05/04-C-6-1.mp3
單字	timadjuanga	是他了	https://web.klokah.tw/ninew/sound/11/05/04-C-6-2.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/05/04-C-6-3.mp3
單字	paqeljing	幫忙	https://web.klokah.tw/ninew/sound/11/05/04-C-6-4.mp3
單字	tjanuaken	對…我	https://web.klokah.tw/ninew/sound/11/05/04-C-6-5.mp3
課文	uri anema a tjapakazuaanan a sema Valangav?	我們要怎樣到台東？	https://web.klokah.tw/ninew/sound/11/05/05-B-1.mp3
單字	uri	將要	https://web.klokah.tw/ninew/sound/11/05/05-C-1-1.mp3
單字	anema	怎樣	https://web.klokah.tw/ninew/sound/11/05/05-C-1-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/05-C-1-3.mp3
單字	tjapakazuaanan	我們到達	https://web.klokah.tw/ninew/sound/11/05/05-C-1-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/05-C-1-5.mp3
單字	sema	往，到	https://web.klokah.tw/ninew/sound/11/05/05-C-1-6.mp3
單字	Valangav	台東（地名）	https://web.klokah.tw/ninew/sound/11/05/05-C-1-7.mp3
課文	uri pakatuakisiaitjen.	搭火車。	https://web.klokah.tw/ninew/sound/11/05/05-B-2.mp3
單字	uri	將要	https://web.klokah.tw/ninew/sound/11/05/05-C-2-1.mp3
單字	pakatuakisiaitjen	我們搭火車	https://web.klokah.tw/ninew/sound/11/05/05-C-2-2.mp3
課文	nu pakatuakisiaitjen, kimaya nu makudakuda satjedjaljun?	如果搭火車，要多久才會到達？	https://web.klokah.tw/ninew/sound/11/05/05-B-3.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/05/05-C-3-1.mp3
單字	pakatuakisiaitjen	我們搭火車	https://web.klokah.tw/ninew/sound/11/05/05-C-3-2.mp3
單字	kimaya	大概	https://web.klokah.tw/ninew/sound/11/05/05-C-3-3.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/05/05-C-3-4.mp3
單字	makudakuda	何時；大約	https://web.klokah.tw/ninew/sound/11/05/05-C-3-5.mp3
單字	satjedjaljun	我們才會到達	https://web.klokah.tw/ninew/sound/11/05/05-C-3-6.mp3
課文	kimaya a izua tu ita milingan.	大約要一小時。	https://web.klokah.tw/ninew/sound/11/05/05-B-4.mp3
單字	kimaya	大概	https://web.klokah.tw/ninew/sound/11/05/05-C-4-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/05-C-4-2.mp3
單字	izua	有	https://web.klokah.tw/ninew/sound/11/05/05-C-4-3.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/05/05-C-4-4.mp3
單字	ita	一個	https://web.klokah.tw/ninew/sound/11/05/05-C-4-5.mp3
單字	milingan	小時	https://web.klokah.tw/ninew/sound/11/05/05-C-4-6.mp3
課文	tjadjaljav a pakatuakisia tuki basu?	搭火車比搭公車快嗎？	https://web.klokah.tw/ninew/sound/11/05/05-B-5.mp3
單字	tjadjaljav	比較快	https://web.klokah.tw/ninew/sound/11/05/05-C-5-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/05-C-5-2.mp3
單字	pakatuakisia	搭火車	https://web.klokah.tw/ninew/sound/11/05/05-C-5-3.mp3
單字	tuki	或	https://web.klokah.tw/ninew/sound/11/05/05-C-5-4.mp3
單字	basu	公車	https://web.klokah.tw/ninew/sound/11/05/05-C-5-5.mp3
課文	tjadjaljav a pakatuakisia.	搭火車比較快。	https://web.klokah.tw/ninew/sound/11/05/05-B-6.mp3
單字	tjadjaljav	比較快	https://web.klokah.tw/ninew/sound/11/05/05-C-6-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/05-C-6-2.mp3
單字	pakatuakisia	搭火車	https://web.klokah.tw/ninew/sound/11/05/05-C-6-3.mp3
課文	liavaravac a palidring/zidusia i kadjalanan.	路上汽車很多。	https://web.klokah.tw/ninew/sound/11/05/06-B-1.mp3
單字	liavaravac	非常多	https://web.klokah.tw/ninew/sound/11/05/06-C-1-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-1-2.mp3
單字	palidring/zidusia	汽車	https://web.klokah.tw/ninew/sound/11/05/06-C-1-3.mp3
單字	i	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-1-4.mp3
單字	kadjalanan	路	https://web.klokah.tw/ninew/sound/11/05/06-C-1-5.mp3
課文	na kinemnemitjen a djemavac.	我們走路要小心。	https://web.klokah.tw/ninew/sound/11/05/06-B-2.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-2-1.mp3
單字	kinemnemitjen	我們要小心	https://web.klokah.tw/ninew/sound/11/05/06-C-2-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-2-3.mp3
單字	djemavac	走路	https://web.klokah.tw/ninew/sound/11/05/06-C-2-4.mp3
課文	nu ljevavavitjen tua basu, nakuya a kiljuvaq.	搭公車，不要爭先恐後。	https://web.klokah.tw/ninew/sound/11/05/06-B-3.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-3-1.mp3
單字	ljevavavitjen	我們搭…	https://web.klokah.tw/ninew/sound/11/05/06-C-3-2.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-3-3.mp3
單字	basu	公車	https://web.klokah.tw/ninew/sound/11/05/06-C-3-4.mp3
單字	nakuya	不可以	https://web.klokah.tw/ninew/sound/11/05/06-C-3-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-3-6.mp3
單字	kiljuvaq	爭先恐後	https://web.klokah.tw/ninew/sound/11/05/06-C-3-7.mp3
課文	nu pautubayitjen, tjara tjemalupung tua ancingmaw.	我們騎機車要戴安全帽。	https://web.klokah.tw/ninew/sound/11/05/06-B-4.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-4-1.mp3
單字	pautubayitjen	我們騎機車	https://web.klokah.tw/ninew/sound/11/05/06-C-4-2.mp3
單字	,	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-4-3.mp3
單字	tjara	必須	https://web.klokah.tw/ninew/sound/11/05/06-C-4-4.mp3
單字	tjemalupung	戴帽	https://web.klokah.tw/ninew/sound/11/05/06-C-4-5.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/05/06-C-4-6.mp3
單字	ancingmaw	安全帽	https://web.klokah.tw/ninew/sound/11/05/06-C-4-7.mp3
課文	liavaravac a gadu a makaValangav.	台東境內有非常多的山。	https://web.klokah.tw/ninew/sound/11/05/07-B-1.mp3
單字	liavaravac	非常多	https://web.klokah.tw/ninew/sound/11/05/07-C-1-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-1-2.mp3
單字	gadu	山	https://web.klokah.tw/ninew/sound/11/05/07-C-1-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-1-4.mp3
單字	makaValangav	台東境內	https://web.klokah.tw/ninew/sound/11/05/07-C-1-5.mp3
課文	azua a tjaljavavavan a gadu, mavan a i kavulungan.	那裡最高的山，就是在大武山。	https://web.klokah.tw/ninew/sound/11/05/07-B-2.mp3
單字	azua	那裡	https://web.klokah.tw/ninew/sound/11/05/07-C-2-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-2-2.mp3
單字	tjaljavavavan	最高的	https://web.klokah.tw/ninew/sound/11/05/07-C-2-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-2-4.mp3
單字	gadu	山	https://web.klokah.tw/ninew/sound/11/05/07-C-2-5.mp3
單字	mavan	就是	https://web.klokah.tw/ninew/sound/11/05/07-C-2-6.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-2-7.mp3
單字	i	在...	https://web.klokah.tw/ninew/sound/11/05/07-C-2-8.mp3
單字	kavulungan	大武山（地名）	https://web.klokah.tw/ninew/sound/11/05/07-C-2-9.mp3
課文	izua a gadu i tua nu qinaljan?	你們的部落有山嗎？	https://web.klokah.tw/ninew/sound/11/05/07-B-3.mp3
單字	izua	有	https://web.klokah.tw/ninew/sound/11/05/07-C-3-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-3-2.mp3
單字	gadu	山	https://web.klokah.tw/ninew/sound/11/05/07-C-3-3.mp3
單字	i	在...	https://web.klokah.tw/ninew/sound/11/05/07-C-3-4.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-3-5.mp3
單字	nu qinaljan	你們的部落	https://web.klokah.tw/ninew/sound/11/05/07-C-3-6.mp3
課文	ui, izua a gadu i tua niaqinaljan.	是的，我們的部落有山。	https://web.klokah.tw/ninew/sound/11/05/07-B-4.mp3
單字	ui	是的	https://web.klokah.tw/ninew/sound/11/05/07-C-4-1.mp3
單字	izua	有	https://web.klokah.tw/ninew/sound/11/05/07-C-4-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-4-3.mp3
單字	gadu	山	https://web.klokah.tw/ninew/sound/11/05/07-C-4-4.mp3
單字	i	在...	https://web.klokah.tw/ninew/sound/11/05/07-C-4-5.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/05/07-C-4-6.mp3
單字	niaqinaljan	我們的部落	https://web.klokah.tw/ninew/sound/11/05/07-C-4-7.mp3
課文	izua tjavavav, izua tjateku.	有的比較高，有的比較矮。	https://web.klokah.tw/ninew/sound/11/05/07-B-5.mp3
單字	izua	有	https://web.klokah.tw/ninew/sound/11/05/07-C-5-1.mp3
單字	tjavavav	比較高	https://web.klokah.tw/ninew/sound/11/05/07-C-5-2.mp3
單字	izua	有	https://web.klokah.tw/ninew/sound/11/05/07-C-5-3.mp3
單字	tjateku	比較矮	https://web.klokah.tw/ninew/sound/11/05/07-C-5-4.mp3
課文	kina, pasainu a sema Akaw?	阿姨，屏東要往哪裡？	https://web.klokah.tw/ninew/sound/11/05/08-B-1.mp3
單字	kina	阿姨	https://web.klokah.tw/ninew/sound/11/05/08-C-1-1.mp3
單字	pasainu	朝向哪裡	https://web.klokah.tw/ninew/sound/11/05/08-C-1-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/08-C-1-3.mp3
單字	sema	往，到	https://web.klokah.tw/ninew/sound/11/05/08-C-1-4.mp3
單字	Akaw	屏東（地名）	https://web.klokah.tw/ninew/sound/11/05/08-C-1-5.mp3
課文	pasakaledep a i Akaw.	屏東是朝向西邊。	https://web.klokah.tw/ninew/sound/11/05/08-B-2.mp3
單字	pasakaledep	朝向西邊（下沉）	https://web.klokah.tw/ninew/sound/11/05/08-C-2-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/08-C-2-2.mp3
單字	i	在…	https://web.klokah.tw/ninew/sound/11/05/08-C-2-3.mp3
單字	Akaw	屏東（地名）	https://web.klokah.tw/ninew/sound/11/05/08-C-2-4.mp3
課文	uri makatuaanemaitjen a sema Akaw?	要怎樣（我們要搭什麼）到屏東？	https://web.klokah.tw/ninew/sound/11/05/08-B-3.mp3
單字	uri	將要	https://web.klokah.tw/ninew/sound/11/05/08-C-3-1.mp3
單字	makatuaanemaitjen	我們怎樣	https://web.klokah.tw/ninew/sound/11/05/08-C-3-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/08-C-3-3.mp3
單字	sema	往，到	https://web.klokah.tw/ninew/sound/11/05/08-C-3-4.mp3
單字	Akaw	屏東（地名）	https://web.klokah.tw/ninew/sound/11/05/08-C-3-5.mp3
課文	pakatuakisiya tuki basu a sema Akaw.	搭火車或汽車到屏東。	https://web.klokah.tw/ninew/sound/11/05/08-B-4.mp3
單字	pakatuakisiya	搭火車	https://web.klokah.tw/ninew/sound/11/05/08-C-4-1.mp3
單字	tuki	或	https://web.klokah.tw/ninew/sound/11/05/08-C-4-2.mp3
單字	basu	公車	https://web.klokah.tw/ninew/sound/11/05/08-C-4-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/08-C-4-4.mp3
單字	sema	往，到	https://web.klokah.tw/ninew/sound/11/05/08-C-4-5.mp3
單字	Akaw	屏東（地名）	https://web.klokah.tw/ninew/sound/11/05/08-C-4-6.mp3
課文	kimaya nu makudakuda satjedjaljun?	大約要多久才到達呢？	https://web.klokah.tw/ninew/sound/11/05/08-B-5.mp3
單字	kimaya	大約	https://web.klokah.tw/ninew/sound/11/05/08-C-5-1.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/05/08-C-5-2.mp3
單字	makudakuda	何時	https://web.klokah.tw/ninew/sound/11/05/08-C-5-3.mp3
單字	satjedjaljun	才會到達	https://web.klokah.tw/ninew/sound/11/05/08-C-5-4.mp3
課文	tjara izua tu drusa tukian.	應該要兩小時。	https://web.klokah.tw/ninew/sound/11/05/08-B-6.mp3
單字	tjara	應該	https://web.klokah.tw/ninew/sound/11/05/08-C-6-1.mp3
單字	izua	有	https://web.klokah.tw/ninew/sound/11/05/08-C-6-2.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/05/08-C-6-3.mp3
單字	drusa	二	https://web.klokah.tw/ninew/sound/11/05/08-C-6-4.mp3
單字	tukian	時間	https://web.klokah.tw/ninew/sound/11/05/08-C-6-5.mp3
課文	anemanema i tjaladj tua ljavek?	海裡有哪些東西？	https://web.klokah.tw/ninew/sound/11/05/09-B-1.mp3
單字	anemanema	哪些	https://web.klokah.tw/ninew/sound/11/05/09-C-1-1.mp3
單字	i	在	https://web.klokah.tw/ninew/sound/11/05/09-C-1-2.mp3
單字	tjaladj	裡面	https://web.klokah.tw/ninew/sound/11/05/09-C-1-3.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/05/09-C-1-4.mp3
單字	ljavek	海	https://web.klokah.tw/ninew/sound/11/05/09-C-1-5.mp3
課文	izua a ciqav, quzang katua gang.	有魚、蝦和螃蟹。	https://web.klokah.tw/ninew/sound/11/05/09-B-2.mp3
單字	izua	有	https://web.klokah.tw/ninew/sound/11/05/09-C-2-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/09-C-2-2.mp3
單字	ciqav	魚	https://web.klokah.tw/ninew/sound/11/05/09-C-2-3.mp3
單字	quzang	蝦	https://web.klokah.tw/ninew/sound/11/05/09-C-2-4.mp3
單字	katua	和	https://web.klokah.tw/ninew/sound/11/05/09-C-2-5.mp3
單字	gang	螃蟹	https://web.klokah.tw/ninew/sound/11/05/09-C-2-6.mp3
課文	pida kula nua gang?	螃蟹有幾隻腳？	https://web.klokah.tw/ninew/sound/11/05/09-B-3.mp3
單字	pida	多少	https://web.klokah.tw/ninew/sound/11/05/09-C-3-1.mp3
單字	kula	腳	https://web.klokah.tw/ninew/sound/11/05/09-C-3-2.mp3
單字	nua	[虛]	https://web.klokah.tw/ninew/sound/11/05/09-C-3-3.mp3
單字	gang	螃蟹	https://web.klokah.tw/ninew/sound/11/05/09-C-3-4.mp3
課文	alu a kula nua gang.	螃蟹有八隻腳。	https://web.klokah.tw/ninew/sound/11/05/09-B-4.mp3
單字	alu	八	https://web.klokah.tw/ninew/sound/11/05/09-C-4-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/05/09-C-4-2.mp3
單字	kula	腳	https://web.klokah.tw/ninew/sound/11/05/09-C-4-3.mp3
